CustomerId,cluster,n_orders,recency_days,monetary,avg_aov,late_rate,avg_sched_days,avg_delay,unique_categories,unique_countries
47,1,1,621,2.9147404331025027e+267,2.9147404331025027e+267,0.0,2.0,0.0,3,1
48,0,4,171,inf,inf,0.75,3.25,0.75,7,4
49,0,3,628,inf,3.931839332990151e+177,0.0,1.6666666666666667,0.3333333333333333,5,3
50,0,4,250,inf,4.253816681753742e+202,0.75,3.25,0.75,8,4
51,0,7,268,inf,2.551090169061129e+255,0.5714285714285714,3.4285714285714284,0.2857142857142857,9,6
52,0,4,137,inf,8.136301829923558e+190,1.0,2.0,1.5,6,3
53,0,6,476,inf,inf,0.3333333333333333,3.3333333333333335,-0.16666666666666666,7,5
54,0,5,156,inf,5.433088421870295e+235,0.8,2.0,0.8,8,5
55,0,6,129,inf,1.9000652140967927e+301,0.6666666666666666,2.3333333333333335,1.0,10,5
56,0,5,157,inf,1.1617261508860328e+195,0.4,3.0,-0.6,8,5
57,0,5,456,inf,9.324398803440364e+163,0.2,3.2,-0.2,7,4
58,0,8,209,inf,inf,0.25,3.5,-0.375,9,7
59,0,6,386,inf,1.5262041174870102e+124,0.8333333333333334,3.1666666666666665,1.5,7,5
60,0,3,425,inf,7.659139567593248e+244,0.6666666666666666,3.0,0.6666666666666666,5,3
61,0,3,598,inf,3.04943930701066e+216,1.0,2.3333333333333335,1.3333333333333333,7,3
62,0,4,312,inf,5.170857088969649e+170,0.5,1.0,0.5,8,3
63,4,4,148,inf,5.221499634978693e+173,1.0,1.75,1.0,8,4
64,0,3,620,inf,2.9464851558746383e+179,0.3333333333333333,2.3333333333333335,1.0,5,3
65,0,6,194,inf,1.3560158228449762e+260,0.5,3.1666666666666665,0.5,10,6
66,0,5,490,inf,1.7891663350088882e+291,0.8,3.2,1.2,7,5
67,0,2,224,inf,inf,0.5,2.5,-0.5,5,2
68,0,3,535,inf,2.952690874996897e+213,0.3333333333333333,2.0,0.6666666666666666,8,3
69,0,5,137,inf,1.0358314998952505e+121,0.4,4.0,-0.2,6,5
70,0,5,133,inf,6.813865515720008e+265,0.8,1.8,1.0,8,5
71,0,7,565,inf,3.846658543015963e+163,0.7142857142857143,2.7142857142857144,1.1428571428571428,10,7
72,0,6,191,inf,inf,0.6666666666666666,3.0,0.6666666666666666,10,5
73,0,4,700,inf,4.570875662474476e+268,0.5,3.25,-0.5,7,4
74,0,5,159,inf,3.705364759797731e+267,1.0,2.0,2.4,9,5
75,0,4,198,inf,5.4628549326636425e+259,0.5,4.0,-0.5,6,2
76,0,5,424,inf,1.2203636187514254e+251,0.8,3.4,1.0,9,5
77,0,7,221,inf,6.746642824023343e+175,0.42857142857142855,2.2857142857142856,0.0,9,6
78,3,1,527,4.174988888082429e+128,4.174988888082429e+128,0.0,4.0,-2.0,2,1
79,0,5,364,inf,2.6383276059010854e+304,0.4,3.4,0.2,10,4
80,0,4,224,inf,6.682310094276986e+212,0.0,3.25,-0.5,8,4
81,3,1,450,3.7831088209270905e+170,3.7831088209270905e+170,0.0,4.0,-1.0,2,1
82,0,4,415,inf,6.0057467833624834e+262,0.75,1.75,0.75,8,4
83,0,4,374,inf,7.515319585241038e+271,0.25,4.0,0.25,12,3
84,0,4,124,inf,1.8329425891900652e+283,0.75,2.0,2.0,9,4
85,0,4,400,inf,5.441236251257641e+188,0.75,3.5,1.0,7,4
86,0,5,407,inf,1.3932566753379531e+110,0.4,3.2,0.2,6,4
87,0,3,848,inf,inf,0.6666666666666666,3.0,1.0,9,3
88,0,5,207,inf,9.964972820343966e+193,0.4,2.2,0.0,9,5
89,0,4,532,inf,7.126137426964205e+132,0.5,3.5,0.25,5,2
90,0,5,305,inf,1.551154875455194e+241,0.6,2.4,0.4,8,5
91,0,4,360,inf,inf,0.25,4.0,-1.0,10,3
92,0,6,249,inf,3.4138483729863427e+182,0.5,3.3333333333333335,-0.16666666666666666,9,6
93,0,5,417,inf,2.240356690388225e+163,0.2,3.0,-0.6,6,5
94,0,5,149,inf,4.3194790177930824e+210,0.4,2.0,0.6,8,4
95,0,7,301,inf,1.1220615820333408e+187,0.2857142857142857,2.857142857142857,0.5714285714285714,11,7
96,0,4,132,inf,1.4791109098140449e+277,0.5,2.5,0.25,6,4
97,0,4,247,inf,1.2510540462262397e+247,0.25,3.5,0.25,8,4
98,0,7,158,inf,2.5528249925528576e+247,0.42857142857142855,2.5714285714285716,0.2857142857142857,7,6
99,0,6,157,inf,4.7636538330361615e+184,0.5,2.5,1.3333333333333333,9,4
100,0,6,186,inf,1.888488071265186e+275,0.6666666666666666,3.1666666666666665,0.5,10,5
101,0,4,365,inf,1.222109970816149e+199,0.25,1.75,0.75,5,2
102,0,4,280,inf,inf,1.0,3.25,1.0,8,3
103,0,4,337,inf,5.207826047020629e+292,0.5,2.75,0.25,8,4
104,2,1,1125,1.876220365779575e+244,1.876220365779575e+244,1.0,4.0,2.0,1,1
105,0,4,592,inf,2.6810024398131673e+133,0.25,4.0,0.0,4,3
106,0,3,381,inf,4.6728048240031246e+185,0.6666666666666666,1.6666666666666667,1.3333333333333333,6,3
107,0,4,362,inf,1.2103532403298829e+195,0.25,3.5,-0.5,6,4
108,0,5,210,inf,7.200198852747279e+181,0.8,2.0,1.8,8,5
109,0,7,298,inf,4.4482311534152135e+235,0.14285714285714285,3.0,0.0,8,5
110,0,3,349,inf,inf,0.3333333333333333,3.3333333333333335,0.6666666666666666,10,2
111,0,3,249,inf,9.154838457244726e+224,0.6666666666666666,4.0,1.3333333333333333,7,3
112,0,7,244,inf,5.035232038388586e+176,0.7142857142857143,2.4285714285714284,1.4285714285714286,8,5
113,0,5,188,inf,4.54193553174861e+131,0.4,3.2,0.4,7,5
114,0,4,636,inf,2.619330935996741e+289,0.5,3.0,1.5,9,4
115,0,1,240,inf,inf,0.0,4.0,-1.0,4,1
116,3,2,915,2.372477601978758e+130,1.5402849093524087e+65,0.0,4.0,-1.5,2,2
117,3,2,372,5.965876999553415e+164,2.4425144829772075e+82,0.0,4.0,0.5,4,2
118,0,5,272,inf,3.836096293542729e+218,0.8,2.0,1.0,6,5
119,0,7,741,inf,2.2821079626447595e+192,0.7142857142857143,2.5714285714285716,0.7142857142857143,8,6
120,0,4,368,inf,3.3783474851901896e+207,0.5,2.0,0.5,6,4
121,0,2,572,inf,8.360051572044859e+165,0.5,4.0,1.0,5,2
122,0,5,636,inf,6.983527676902286e+158,0.8,3.0,1.2,8,5
123,0,8,251,inf,inf,0.875,2.625,1.0,11,7
124,0,5,151,inf,8.478584736306689e+264,0.4,3.6,0.0,8,4
125,0,6,340,inf,9.283683793052472e+138,0.5,3.3333333333333335,0.3333333333333333,10,6
126,0,6,228,inf,1.198469177873741e+164,0.6666666666666666,3.3333333333333335,1.8333333333333333,7,6
127,0,3,699,inf,3.110399363948368e+189,0.6666666666666666,4.0,0.3333333333333333,5,3
128,0,2,582,8.432618731482032e+181,9.182929125002561e+90,0.5,2.0,0.0,2,2
129,0,3,168,inf,inf,1.0,1.6666666666666667,1.0,8,3
130,0,2,124,inf,1.0688262106539955e+158,0.5,1.5,0.5,3,2
131,0,3,256,inf,4.361026268159918e+213,0.6666666666666666,3.3333333333333335,1.3333333333333333,7,3
132,0,2,687,inf,2.2370721180845813e+292,0.5,4.0,1.0,5,2
133,0,4,136,inf,7.2622706492094e+174,0.75,3.5,1.5,7,3
134,0,5,162,inf,2.3186462702964493e+200,0.6,3.2,0.8,8,4
135,3,1,602,1.9039847193282059e+130,1.9039847193282059e+130,0.0,4.0,0.0,1,1
136,0,3,445,inf,1.445270059687438e+216,0.6666666666666666,3.3333333333333335,0.3333333333333333,7,3
137,0,6,402,inf,9.69416440811206e+178,0.3333333333333333,3.0,0.3333333333333333,7,5
138,0,5,286,inf,3.4944650173383724e+186,0.6,3.4,0.8,7,4
139,0,6,257,inf,2.3243221993909426e+234,0.8333333333333334,2.0,0.6666666666666666,10,6
140,0,6,188,inf,4.219210222392365e+298,0.6666666666666666,2.5,1.1666666666666667,7,4
141,0,7,447,inf,3.805281350524267e+223,0.7142857142857143,2.5714285714285716,0.8571428571428571,10,7
142,0,5,239,inf,inf,0.6,3.2,1.2,10,5
143,0,1,200,3.370106197833257e+265,3.370106197833257e+265,1.0,4.0,2.0,3,1
144,0,2,134,inf,8.995827386448234e+185,0.5,2.0,0.5,4,2
145,0,5,223,inf,5.387893850068453e+198,0.8,3.0,1.6,8,5
146,0,7,156,inf,3.1833953205332784e+129,0.8571428571428571,2.7142857142857144,2.0,7,6
147,1,1,796,1.2760114032682877e+103,1.2760114032682877e+103,1.0,2.0,1.0,1,1
148,0,3,234,inf,3.0450932935028634e+272,0.6666666666666666,3.3333333333333335,0.6666666666666666,6,3
149,0,4,663,inf,inf,0.5,2.25,0.75,8,4
150,0,5,440,inf,1.6010317180456533e+204,0.6,3.0,1.0,8,5
151,0,4,355,inf,1.0209075691427713e+227,0.5,3.0,0.75,7,4
152,0,3,424,inf,1.5255778458879787e+217,0.3333333333333333,4.0,-0.3333333333333333,5,3
153,0,2,134,inf,1.0061720173829424e+251,0.5,3.0,0.5,5,1
154,0,8,386,inf,inf,0.625,3.0,0.875,10,6
155,0,4,184,inf,6.167682795231137e+243,0.25,4.0,-0.25,8,4
156,0,3,425,inf,6.008206134779048e+267,1.0,2.0,1.0,5,3
157,0,3,259,inf,2.1036394547769816e+290,0.3333333333333333,3.3333333333333335,0.6666666666666666,8,3
158,0,1,799,4.055101060712134e+294,4.055101060712134e+294,0.0,2.0,0.0,3,1
159,0,3,137,inf,2.506024020668806e+172,0.6666666666666666,3.3333333333333335,0.6666666666666666,6,3
160,0,4,292,inf,6.213949594121506e+214,0.5,2.75,0.0,8,3
161,0,5,374,inf,3.118105513574394e+203,0.6,3.6,1.0,8,5
162,0,2,556,inf,1.7579295681027708e+304,0.0,2.0,-1.0,6,2
163,0,2,777,inf,2.4280892182088855e+181,1.0,4.0,1.5,3,2
164,0,4,228,inf,1.0577567462203594e+251,0.25,3.5,-0.25,7,4
165,0,5,434,inf,inf,0.0,3.2,-1.2,11,5
166,0,2,704,inf,2.581294158510947e+167,1.0,4.0,2.0,5,2
167,3,1,759,4.270359816101255e+127,4.270359816101255e+127,0.0,4.0,-2.0,2,1
168,0,7,133,inf,2.6706137600808025e+187,0.42857142857142855,2.0,0.14285714285714285,8,6
169,0,3,427,inf,inf,0.6666666666666666,1.0,1.3333333333333333,6,3
170,0,4,265,inf,2.4901761776746273e+178,0.5,2.5,0.25,9,3
171,4,3,259,inf,1.807047744169008e+176,1.0,1.3333333333333333,2.0,7,2
172,0,8,198,inf,inf,0.5,3.0,1.0,12,6
173,0,8,181,inf,1.9493934095580274e+279,0.5,2.75,-0.125,12,6
174,0,9,174,inf,2.8392953826206155e+226,0.3333333333333333,3.4444444444444446,-0.5555555555555556,9,8
175,0,6,206,inf,7.583020749839948e+293,0.8333333333333334,1.5,1.5,9,6
176,0,3,547,inf,inf,0.6666666666666666,2.6666666666666665,2.0,7,2
177,0,1,202,6.115446517575036e+255,6.115446517575036e+255,1.0,4.0,2.0,2,1
179,0,3,188,inf,4.7873488354768895e+253,0.6666666666666666,2.3333333333333335,0.6666666666666666,6,2
180,0,4,270,inf,1.0145831076957396e+300,0.5,3.0,0.5,9,4
181,0,6,253,inf,6.173433937868592e+232,0.3333333333333333,3.6666666666666665,-0.16666666666666666,9,6
182,0,5,131,inf,2.2573035594484455e+280,0.4,3.0,0.6,10,5
183,0,1,854,7.201398567360198e+273,7.201398567360198e+273,0.0,4.0,-1.0,4,1
184,0,5,370,inf,2.509537943838737e+181,0.6,2.6,0.6,8,5
185,0,4,191,inf,1.6749597371979585e+167,0.25,3.25,-0.5,6,4
186,0,2,442,inf,1.034702154256556e+275,1.0,3.0,2.5,6,2
187,0,6,161,inf,inf,0.5,2.3333333333333335,0.16666666666666666,11,6
188,0,6,227,inf,2.885463145387233e+180,0.6666666666666666,3.1666666666666665,0.3333333333333333,7,5
189,0,2,324,inf,inf,1.0,4.0,1.0,4,2
190,0,5,162,inf,1.660980251035606e+295,0.4,3.0,0.6,9,5
191,0,8,136,inf,1.4257720849358534e+165,0.5,2.75,0.25,9,5
192,0,7,203,inf,4.903699959999833e+273,0.42857142857142855,2.5714285714285716,-0.2857142857142857,12,5
193,0,2,500,inf,2.7832826542375195e+163,0.5,2.5,0.5,4,2
194,0,7,157,inf,inf,0.42857142857142855,3.4285714285714284,1.0,10,6
195,0,2,741,inf,5.109753214824258e+251,0.5,4.0,1.0,5,2
196,0,4,333,inf,inf,0.25,4.0,0.0,9,4
197,0,9,123,inf,1.4888398131326417e+275,0.5555555555555556,2.5555555555555554,0.1111111111111111,12,9
198,0,6,439,inf,1.3348295840299823e+161,0.5,4.0,0.6666666666666666,7,6
199,0,6,327,inf,1.960143485982706e+229,0.5,2.0,0.16666666666666666,9,6
200,0,2,159,inf,5.592973840503822e+276,0.5,3.0,-0.5,5,2
201,1,2,298,4.1574264888671075e+60,2.038976824014218e+30,0.5,3.0,1.5,2,2
202,0,4,142,inf,3.79814499215258e+182,0.75,2.5,0.75,8,4
203,0,6,190,inf,1.6249873119409535e+288,0.6666666666666666,1.5,1.0,10,6
204,0,4,165,inf,1.7474433156071825e+198,0.5,3.5,0.0,10,3
205,0,5,314,inf,inf,0.2,2.2,-0.2,10,5
206,0,7,195,inf,1.593360439234306e+200,0.14285714285714285,3.5714285714285716,-1.1428571428571428,8,5
207,0,7,191,inf,1.349842524231746e+252,0.2857142857142857,2.0,0.5714285714285714,9,7
208,0,2,534,inf,1.0316778646424042e+280,0.5,4.0,0.0,6,2
209,0,5,223,inf,1.3213531173551602e+245,0.6,2.8,0.6,9,5
210,0,7,332,inf,1.7495854242279636e+192,0.8571428571428571,2.7142857142857144,1.1428571428571428,10,6
211,0,3,188,inf,4.23275486085388e+182,0.3333333333333333,4.0,0.0,5,3
212,3,3,165,inf,8.33678883534975e+139,0.0,4.0,-0.6666666666666666,6,3
213,0,5,243,inf,4.2115259836605645e+243,0.6,2.8,0.2,7,4
214,0,7,368,inf,2.80504198156901e+189,0.7142857142857143,2.7142857142857144,1.1428571428571428,11,7
215,0,6,290,inf,2.1327492321918732e+246,0.6666666666666666,3.1666666666666665,0.8333333333333334,11,6
216,0,3,283,inf,inf,1.0,1.6666666666666667,2.3333333333333335,5,3
217,0,4,364,inf,2.332836820265179e+240,0.5,4.0,0.25,11,4
218,0,4,145,inf,3.1718821264651102e+243,0.75,2.25,1.0,7,3
220,0,2,339,inf,1.9059140248442693e+265,0.5,1.5,0.5,4,2
221,0,13,125,inf,3.3425793973871464e+192,0.5384615384615384,2.4615384615384617,0.9230769230769231,13,9
222,0,8,464,inf,2.6358767228034615e+215,0.375,3.75,0.25,10,8
223,0,5,125,inf,2.4121590302801755e+276,0.6,3.0,1.0,9,5
224,0,7,187,inf,1.9733280921294932e+251,0.2857142857142857,3.0,-0.2857142857142857,9,7
225,0,5,700,inf,1.8518451374998825e+280,0.4,3.2,-0.2,9,5
226,0,5,266,inf,7.44367891924617e+172,0.4,3.4,-0.2,7,3
227,1,3,304,inf,1.4423262354783786e+191,0.6666666666666666,1.3333333333333333,2.0,6,3
228,0,5,124,inf,inf,0.4,2.8,0.8,7,5
229,0,6,138,inf,1.8282558891149797e+225,0.6666666666666666,2.6666666666666665,0.6666666666666666,7,6
230,0,7,225,inf,inf,1.0,3.142857142857143,1.2857142857142858,10,7
231,0,4,555,inf,2.7499746339381582e+187,0.5,2.0,0.75,6,4
232,1,4,155,inf,7.956496087811058e+247,0.75,2.5,2.0,8,4
233,0,5,171,inf,4.606879937902878e+305,0.8,1.4,1.0,8,3
234,0,3,317,inf,9.304814871127986e+268,1.0,1.6666666666666667,1.3333333333333333,10,3
235,0,4,273,inf,3.127976458338344e+260,0.25,3.0,-1.0,9,4
236,0,4,355,inf,inf,0.5,3.25,0.25,7,3
237,0,2,771,inf,2.0414565437987355e+192,0.5,1.0,1.0,4,2
238,0,7,296,inf,inf,0.7142857142857143,2.2857142857142856,0.5714285714285714,12,4
239,0,4,574,inf,4.2841030070013973e+148,0.75,3.25,0.75,8,2
240,0,3,511,inf,2.8025709090690286e+121,0.3333333333333333,2.3333333333333335,0.0,6,3
241,0,7,123,inf,2.3690783807391337e+298,0.42857142857142855,3.4285714285714284,0.14285714285714285,13,7
242,0,7,170,inf,1.1462091530597676e+281,0.7142857142857143,3.142857142857143,0.2857142857142857,8,6
243,0,4,236,inf,2.161317957271435e+256,0.75,1.5,1.0,7,4
244,0,4,832,inf,4.8937901107348084e+259,0.75,3.25,0.75,8,4
245,0,6,503,inf,inf,0.6666666666666666,3.3333333333333335,0.6666666666666666,11,4
246,0,3,744,inf,1.444292182808159e+224,0.6666666666666666,3.0,0.6666666666666666,6,3
247,0,6,381,inf,inf,0.16666666666666666,3.0,-0.6666666666666666,12,5
248,0,6,200,inf,1.4630115491041915e+190,0.8333333333333334,2.6666666666666665,1.1666666666666667,10,6
249,0,3,156,inf,2.0170243337843575e+265,0.0,4.0,-1.0,8,3
250,0,3,142,inf,9.303627906184633e+201,0.3333333333333333,3.0,-0.3333333333333333,7,3
251,0,5,423,inf,2.1056412292677923e+122,0.6,2.0,0.2,6,5
252,0,5,304,inf,inf,0.4,3.6,0.4,10,5
253,2,1,422,1.5384982628238705e+108,1.5384982628238705e+108,1.0,4.0,2.0,2,1
254,0,8,132,inf,1.7832207121372746e+239,0.75,4.0,0.625,10,7
255,0,5,670,inf,2.3782564747454342e+266,0.6,3.4,0.0,11,5
256,0,10,354,inf,2.6663951069404973e+156,0.3,3.1,-0.2,11,9
257,0,6,241,inf,6.465998130600267e+256,0.5,2.3333333333333335,0.5,6,6
258,0,6,335,inf,4.401889849596414e+221,0.5,3.1666666666666665,0.8333333333333334,9,4
259,0,7,189,inf,3.4405660169906885e+257,0.5714285714285714,3.5714285714285716,0.5714285714285714,10,6
260,0,5,127,inf,2.8153872687382993e+234,0.4,3.2,1.2,7,5
261,0,3,380,inf,6.293922056342852e+240,1.0,3.0,1.3333333333333333,5,3
262,0,5,274,inf,1.8437484306977858e+161,0.6,2.6,1.2,6,5
263,1,1,357,4.187253591536428e+270,4.187253591536428e+270,1.0,2.0,1.0,3,1
264,0,4,516,inf,3.62364789131276e+206,0.5,4.0,0.25,7,4
265,0,4,227,inf,2.780596229815097e+145,0.75,3.25,1.0,5,4
266,0,6,274,inf,6.001027945215078e+183,0.5,2.8333333333333335,0.8333333333333334,9,6
267,0,4,136,inf,2.5227089564249597e+143,0.5,2.75,0.0,5,4
268,0,4,251,inf,1.7643412645982118e+173,0.75,3.25,0.75,6,4
269,2,2,997,inf,3.703513607255554e+273,0.5,3.0,0.5,4,2
270,0,5,187,inf,inf,0.6,3.0,1.0,9,5
271,0,4,515,inf,1.1827368788779964e+290,0.75,3.5,1.25,9,4
272,0,10,125,inf,3.0125452161970424e+173,0.5,3.6,0.4,9,6
273,0,4,405,inf,1.8480538701082835e+216,0.25,3.0,-0.25,7,4
274,0,4,279,inf,7.384612023956497e+154,1.0,3.5,1.5,6,4
275,0,6,191,inf,6.713856866932657e+235,0.3333333333333333,2.6666666666666665,0.0,6,6
276,0,6,159,inf,8.09613651346844e+209,0.5,4.0,0.0,9,5
277,0,5,176,inf,4.1882279993229175e+273,0.6,4.0,0.4,9,5
278,0,1,1002,inf,inf,0.0,4.0,-1.0,4,1
279,0,4,152,inf,1.7037537062103617e+143,0.5,2.5,0.25,7,3
280,0,4,211,inf,2.7081151929469874e+279,0.75,2.75,0.75,7,3
281,0,4,419,inf,4.5694773773153475e+154,0.75,2.75,1.25,5,4
282,0,6,143,inf,1.4781761818681974e+108,0.6666666666666666,1.8333333333333333,1.3333333333333333,6,6
283,1,4,123,inf,inf,0.75,2.0,1.5,7,4
284,0,5,148,inf,8.796054047592583e+208,0.8,2.6,0.6,9,3
285,0,8,135,inf,8.131265445190854e+212,0.75,3.0,1.25,9,7
286,0,5,213,inf,inf,1.0,2.6,2.2,9,5
287,0,5,487,inf,1.5688160811963098e+249,0.8,3.0,0.8,7,4
288,0,6,330,inf,5.603317481081327e+225,0.3333333333333333,3.1666666666666665,-0.5,10,4
289,0,6,515,inf,1.1778622465052102e+270,0.16666666666666666,4.0,-1.0,11,6
290,0,8,142,inf,1.9534731436164383e+225,0.625,3.375,0.5,9,8
291,0,5,201,inf,inf,1.0,2.6,2.2,9,5
292,0,1,295,inf,inf,0.0,4.0,1.0,5,1
293,0,5,346,inf,5.0383975754449346e+193,0.2,3.4,-0.2,6,4
294,0,3,140,inf,inf,0.3333333333333333,2.0,0.0,7,3
295,4,3,196,inf,1.607630733103043e+189,1.0,1.3333333333333333,2.0,4,3
296,0,7,466,inf,5.667118155503089e+264,0.5714285714285714,2.4285714285714284,1.2857142857142858,11,7
297,0,6,196,inf,2.6672506263917065e+213,0.16666666666666666,3.6666666666666665,-0.8333333333333334,7,5
298,0,2,207,inf,1.7671835812763916e+213,0.5,3.0,1.0,5,2
299,0,2,282,inf,1.3019627574965492e+219,0.5,4.0,-0.5,4,2
300,0,6,136,inf,1.4796910275020459e+243,1.0,2.5,1.5,10,6
301,4,3,149,inf,3.964599350891707e+148,0.6666666666666666,2.0,0.0,3,3
302,2,1,1060,3.4421997369912986e+75,3.4421997369912986e+75,0.0,4.0,0.0,1,1
303,0,3,396,inf,inf,0.6666666666666666,2.3333333333333335,0.3333333333333333,5,3
304,0,2,588,inf,2.850714466162513e+293,0.5,2.0,1.0,7,2
305,0,5,231,inf,5.122023508982186e+264,0.6,3.2,1.0,8,4
306,0,4,872,inf,1.7674632442790216e+211,0.75,3.5,0.5,7,4
307,0,2,866,inf,1.3885023615068083e+256,0.5,3.0,2.0,6,2
308,0,7,187,inf,3.080074944856675e+265,0.2857142857142857,3.7142857142857144,0.14285714285714285,9,7
309,0,3,198,inf,5.567786483048622e+192,0.6666666666666666,2.3333333333333335,1.0,5,3
310,0,3,331,inf,4.8734216337198014e+210,0.0,4.0,-1.6666666666666667,6,3
311,0,5,239,inf,1.2678249907220768e+261,1.0,1.8,2.4,10,5
312,0,5,201,inf,2.567435737963849e+248,0.6,1.6,1.0,10,5
313,0,3,266,inf,1.8396628382748894e+240,0.3333333333333333,4.0,-0.3333333333333333,8,3
314,0,6,158,inf,1.4649032645026628e+263,0.5,3.3333333333333335,1.0,9,6
315,0,5,385,inf,3.1715474188225363e+256,0.6,3.0,0.4,8,4
316,0,5,215,inf,7.608269593995082e+203,0.2,3.6,-0.2,9,4
317,0,4,534,inf,inf,0.5,3.5,0.0,8,4
318,0,4,174,inf,inf,0.75,2.25,0.5,8,4
319,0,5,271,inf,1.7412776695352738e+269,0.6,2.2,0.4,8,4
320,0,4,686,inf,5.0203118167005494e+194,0.75,3.5,1.0,10,2
321,0,9,139,inf,6.199033751376451e+190,0.8888888888888888,2.2222222222222223,1.5555555555555556,9,8
322,1,2,269,1.7195076702207442e+270,1.31129999245815e+135,1.0,2.0,2.5,3,2
323,0,4,143,inf,6.41635611209897e+131,0.75,3.25,0.75,7,4
324,0,4,448,inf,inf,0.0,3.0,-1.25,7,3
325,0,3,140,inf,1.9807126995988588e+263,0.3333333333333333,2.0,-0.3333333333333333,7,3
326,0,9,167,inf,6.4171433404338465e+208,0.5555555555555556,3.0,0.7777777777777778,9,8
327,0,5,199,inf,1.6451570712327553e+284,0.2,2.8,-0.2,10,5
328,0,6,298,inf,1.6097551881733196e+291,0.3333333333333333,3.3333333333333335,0.6666666666666666,10,5
329,0,8,250,inf,3.340974326266525e+235,0.625,3.25,0.75,13,8
330,0,4,232,inf,1.3214080707423779e+221,0.5,2.75,0.0,8,3
331,0,5,140,inf,3.9289607613023124e+266,0.2,3.4,-0.2,9,5
332,0,4,191,inf,2.6116165716893816e+206,0.75,3.25,1.25,6,3
333,0,5,190,inf,1.212509570594054e+180,0.2,3.0,-0.2,6,5
